Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Churn,Gender_M,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver,Total_Trans_Amt_per_Transaction,Spend_Efficiency
48,2,29,3,2,1,6168.0,2371,3797.0,0.668,4303,80,0.509,0.384,0,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,53.7875,0.012192562172028291
57,3,40,3,3,1,2111.0,966,1145.0,0.923,3871,87,0.706,0.458,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,44.49425287356322,0.020288276907529056
63,1,49,3,1,3,3141.0,1819,1322.0,0.497,1539,35,0.522,0.579,0,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,43.97142857142857,0.01105146124523507
50,2,40,6,2,5,8307.0,2517,5790.0,1.743,2293,36,0.8,0.303,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,63.69444444444444,0.026942035208243884
39,3,31,4,2,3,30753.0,1661,29092.0,0.681,1780,33,0.941,0.054,0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,53.93939393939394,0.012395477109762826
39,2,26,3,1,4,2731.0,1573,1158.0,0.943,1813,38,0.727,0.576,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,47.71052631578947,0.019359265262020527
39,4,31,6,1,4,2890.0,0,2890.0,0.545,2040,36,0.44,0.0,0,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,56.666666666666664,0.009450867052023122
52,1,44,6,1,2,34516.0,0,34516.0,1.03,2848,56,0.75,0.0,0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,50.857142857142854,0.019862258953168045
37,1,26,6,3,1,8058.0,1176,6882.0,1.164,2774,52,0.625,0.146,0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,53.34615384615385,0.021418259023354563
50,2,45,6,1,4,5660.0,2401,3259.0,0.779,1932,35,0.346,0.424,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,55.2,0.013861209964412811
59,0,36,6,4,5,4230.0,1366,2864.0,0.63,1480,35,0.458,0.323,0,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,42.285714285714285,0.014554455445544555
38,2,36,4,3,4,9515.0,0,9515.0,0.79,4642,61,0.605,0.0,0,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,76.09836065573771,0.010246651073782692
65,0,36,3,3,3,10962.0,1559,9403.0,0.708,2724,71,0.651,0.142,0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,38.36619718309859,0.017984973166368514
57,1,36,6,2,4,23848.0,1967,21881.0,0.462,1591,43,0.72,0.082,0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,37.0,0.012157894736842105
65,0,56,3,3,2,10144.0,1295,8849.0,0.758,1234,24,1.182,0.128,0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,51.416666666666664,0.014461049284578698
38,4,22,4,3,4,2997.0,1969,1028.0,1.235,2807,60,0.714,0.657,0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,46.78333333333333,0.025845831880013954
41,2,35,6,3,3,2647.0,620,2027.0,0.664,2262,47,0.424,0.234,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,48.12765957446808,0.013515807708964921
55,2,47,3,1,2,4580.0,1300,3280.0,0.519,1694,34,0.7,0.284,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,49.8235294117647,0.010211805555555557
28,0,13,4,1,2,2608.0,1630,978.0,0.521,1822,33,0.32,0.625,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,55.21212121212121,0.009268463611859838
31,2,24,6,3,3,34516.0,1180,33336.0,0.801,2329,69,0.605,0.034,0,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,33.7536231884058,0.02304795663052544
39,2,19,5,3,1,3156.0,2095,1061.0,1.281,2739,56,0.75,0.664,0,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,48.910714285714285,0.025665831842576026
44,3,31,5,2,0,24936.0,2053,22883.0,0.716,1810,38,0.727,0.082,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,47.63157894736842,0.014722943722943723
55,3,42,3,2,1,26101.0,614,25487.0,0.397,1472,48,0.412,0.024,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,30.666666666666668,0.012536842105263159
57,3,45,6,3,4,14270.0,0,14270.0,0.398,1222,37,0.423,0.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,33.027027027027025,0.011696584590945197
28,0,21,5,3,5,25618.0,1209,24409.0,1.228,2157,49,1.882,0.047,0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,44.02040816326531,0.027276518585675428
35,2,21,5,1,2,3230.0,2517,713.0,0.677,1914,31,0.348,0.779,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,61.74193548387097,0.010790231362467867
46,4,38,3,3,3,8881.0,1865,7016.0,1.279,2632,54,1.077,0.21,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,48.74074074074074,0.02571332836932241
65,1,51,3,3,5,11037.0,1491,9546.0,0.651,2429,63,0.75,0.135,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,38.55555555555556,0.016457865168539327
50,2,44,6,2,5,16763.0,0,16763.0,0.88,3626,69,0.683,0.0,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,52.55072463768116,0.01643301759133965
31,0,21,6,2,2,2621.0,1461,1160.0,0.775,2718,71,0.775,0.557,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,38.28169014084507,0.019729293653639297
49,2,43,3,3,5,4939.0,1190,3749.0,0.557,3764,64,0.524,0.241,0,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,58.8125,0.009312434691745038
50,3,32,5,3,4,4419.0,1218,3201.0,0.879,4535,75,0.562,0.276,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,60.46666666666667,0.014300433839479392
44,4,39,5,1,4,9235.0,1796,7439.0,0.958,1739,42,0.448,0.194,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,41.404761904761905,0.022591802358225714
63,1,56,6,1,3,3055.0,1685,1370.0,0.541,1405,40,0.481,0.552,0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,35.125,0.014975778546712804
41,1,35,6,2,3,19412.0,770,18642.0,0.755,1576,41,0.952,0.04,0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,38.4390243902439,0.019143475572047
56,1,36,6,1,3,12786.0,1880,10906.0,0.702,1205,19,0.462,0.147,0,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,63.421052631578945,0.01089705882352941
55,1,36,4,2,3,4666.0,1275,3391.0,0.397,1281,28,0.75,0.273,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,45.75,0.008491978609625668
48,4,38,4,3,3,4894.0,1505,3389.0,0.78,3277,67,0.558,0.308,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,48.91044776119403,0.01562799043062201
35,2,36,4,2,3,27389.0,1250,26139.0,0.641,2754,60,0.463,0.046,0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,45.9,0.013667377398720683
30,0,18,6,3,2,2132.0,797,1335.0,0.779,3265,74,0.574,0.374,0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,44.12162162162162,0.017264450434261756
37,3,24,5,3,2,6590.0,0,6590.0,0.714,2449,67,0.634,0.0,0,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,36.55223880597015,0.019013513513513512
53,2,36,6,1,3,3176.0,1470,1706.0,0.388,1634,53,0.472,0.463,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,30.830188679245282,0.01218968583283936
37,1,27,4,1,3,4288.0,2349,1939.0,0.718,2591,57,0.541,0.548,0,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,45.45614035087719,0.015455438066465257
65,0,56,5,3,5,20130.0,2355,17775.0,0.716,2444,49,0.633,0.117,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,49.87755102040816,0.014073004412354593
48,2,43,3,3,2,5945.0,1685,4260.0,0.9,3598,67,0.718,0.283,0,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,53.701492537313435,0.01645293315143247
37,1,17,3,1,4,3350.0,0,3350.0,1.316,2849,61,0.694,0.0,0,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,46.704918032786885,0.027586254295532648
35,1,26,4,3,2,4008.0,1841,2167.0,1.504,2794,58,1.148,0.459,0,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,48.172413793103445,0.03058625525946704
35,3,27,3,3,2,5780.0,938,4842.0,0.988,2960,65,0.757,0.162,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,45.53846153846154,0.0212297520661157
49,2,38,4,1,2,2497.0,1674,823.0,0.701,2922,53,0.963,0.67,0,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,55.132075471698116,0.012488403361344536
26,0,13,3,3,4,10286.0,2286,8000.0,0.671,2564,57,0.462,0.222,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,44.98245614035088,0.01459252193819153
58,1,36,3,1,3,2347.0,2163,184.0,0.615,1631,40,0.29,0.922,0,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,40.775,0.014721723518850987
29,2,18,4,1,2,23125.0,1236,21889.0,0.995,2536,69,0.865,0.053,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,36.7536231884058,0.026355086372360843
58,2,43,6,2,2,3034.0,2517,517.0,0.63,1617,29,1.417,0.83,0,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,55.758620689655174,0.011099635479951396
33,2,23,3,4,3,7081.0,1874,5207.0,0.699,2249,47,1.35,0.265,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,47.851063829787236,0.014308797909407664
36,2,28,5,1,3,6824.0,1873,4951.0,0.563,1933,48,0.655,0.274,0,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,40.270833333333336,0.013641595153962642
47,3,36,4,3,4,1438.3,772,666.3,1.451,2250,40,0.905,0.537,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,56.25,0.025344978165938867
41,2,29,3,2,2,2683.0,1738,945.0,0.745,2274,52,0.733,0.648,0,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,43.73076923076923,0.016655202063628544
46,4,40,5,2,1,12280.0,985,11295.0,0.841,4263,70,1.0,0.08,0,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,60.9,0.013586429725363489
58,4,36,3,2,2,14607.0,1480,13127.0,0.346,1393,38,0.462,0.101,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,36.6578947368421,0.009187980433263451
53,1,48,4,3,3,2267.0,1469,798.0,0.716,3709,64,0.684,0.648,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,57.953125,0.01214524251258945
54,3,36,6,2,4,2556.0,2260,296.0,0.487,1401,30,0.579,0.884,0,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,46.7,0.01020964360587002
39,1,34,4,1,2,12512.0,666,11846.0,0.914,2995,60,0.875,0.053,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,49.916666666666664,0.01795090016366612
49,2,39,3,2,2,11332.0,946,10386.0,0.857,3806,65,0.667,0.083,0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,58.55384615384615,0.014390338413846552
35,3,23,3,3,4,3073.0,526,2547.0,0.702,1944,55,0.618,0.171,0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,35.345454545454544,0.01931465732866433
47,3,27,6,3,3,34516.0,2315,32201.0,0.599,1805,46,0.704,0.067,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,39.23913043478261,0.014886007563479199
38,3,34,6,3,3,5323.0,2301,3022.0,0.68,1783,33,0.65,0.432,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,54.03030303030303,0.0123568281938326
56,1,44,3,1,0,9078.0,1501,7577.0,0.51,1543,34,0.545,0.165,0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,45.38235294117647,0.010995561192136969
56,2,46,4,1,3,27029.0,1347,25682.0,0.381,1302,27,0.421,0.05,0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,48.22222222222222,0.007740406320541761
38,3,25,5,1,4,9859.0,1305,8554.0,0.722,4345,72,0.674,0.132,0,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,60.34722222222222,0.011769074032148517
46,3,39,1,4,3,4026.0,243,3783.0,0.738,1102,27,0.8,0.06,1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,40.81481481481482,0.01764924712134632
37,1,25,3,2,3,2608.0,1799,809.0,0.732,2565,72,0.636,0.69,0,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,35.625,0.019986348122866895
63,0,36,4,1,4,3552.0,2517,1035.0,0.465,1342,26,1.0,0.709,0,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,51.61538461538461,0.008837719298245615
65,1,56,6,2,2,4613.0,1619,2994.0,0.697,2328,62,0.722,0.351,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,37.54838709677419,0.018081171548117156
38,4,27,5,2,4,10386.0,1909,8477.0,1.43,2119,52,1.08,0.184,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,40.75,0.03425149700598802
45,4,39,4,1,2,34516.0,1298,33218.0,0.757,1906,39,0.773,0.038,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,48.87179487179487,0.015178920308483291
26,0,36,5,2,3,2657.0,1611,1046.0,0.599,2349,41,0.464,0.606,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,57.292682926829265,0.010275732217573223
58,2,44,4,2,3,5031.0,1327,3704.0,0.553,1433,34,0.889,0.264,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,42.14705882352941,0.01281663258350375
48,3,36,5,2,4,34516.0,787,33729.0,0.763,1312,32,0.6,0.023,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,41.0,0.018166666666666668
26,0,16,6,2,4,1612.0,835,777.0,0.588,2148,40,0.379,0.518,0,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,53.7,0.010749542961608774
48,3,43,6,2,2,2423.0,1773,650.0,0.574,2038,64,0.362,0.732,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,31.84375,0.017476688867745005
33,3,36,6,3,5,7140.0,0,7140.0,0.401,916,18,0.2,0.0,1,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,50.888888888888886,0.007728051391862956
62,0,51,3,3,2,3377.0,948,2429.0,0.461,1407,44,0.467,0.281,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,31.977272727272727,0.013979324603721572
55,3,41,1,3,4,34516.0,2408,32108.0,0.796,1187,40,0.6,0.07,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,29.675,0.025949470252648738
40,2,29,4,3,2,2295.0,0,2295.0,0.699,3292,62,0.824,0.0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,53.096774193548384,0.01292128801431127
46,2,41,3,3,2,3150.0,1543,1607.0,0.998,3432,71,0.972,0.49,0,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,48.33802816901409,0.02022780473879532
58,1,36,3,2,5,2165.0,1135,1030.0,0.707,1541,33,0.833,0.524,0,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,46.696969696969695,0.01482274459974587
47,2,34,3,2,4,4249.0,1562,2687.0,0.773,1881,49,0.815,0.368,0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,38.38775510204081,0.01962538860103627
50,2,41,6,1,3,2966.0,1433,1533.0,0.49,1986,50,0.613,0.483,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,39.72,0.012033398821218075
53,1,41,6,3,2,1612.0,744,868.0,0.636,1564,33,0.5,0.462,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,47.39393939393939,0.013142141515341266
45,3,36,3,1,3,14593.0,1504,13089.0,0.668,3447,72,0.895,0.103,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,47.875,0.013667519181585678
48,4,38,6,3,2,8327.0,1551,6776.0,0.463,4428,82,0.822,0.186,0,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,54.0,0.00841818181818182
43,3,37,6,1,2,34516.0,1580,32936.0,0.707,4149,86,0.755,0.046,0,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,48.24418604651163,0.014357024793388429
60,0,55,6,1,2,6479.0,1393,5086.0,0.468,1618,47,0.958,0.215,0,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,34.42553191489362,0.01321081081081081
56,2,41,4,1,3,18442.0,1470,16972.0,0.491,1281,36,0.8,0.08,0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,35.583333333333336,0.01342141230068337
43,3,31,5,3,2,2800.0,2517,283.0,0.816,1994,41,0.64,0.899,0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,48.63414634146341,0.01644029484029484
57,3,36,6,2,3,3032.0,2215,817.0,0.408,1387,30,0.579,0.731,0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,46.233333333333334,0.008637967537050106
52,1,47,6,3,3,2151.0,1338,813.0,0.926,3446,58,1.0,0.622,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,59.41379310344828,0.015327625570776255
56,1,36,6,3,2,24073.0,1084,22989.0,0.847,1341,37,1.176,0.045,0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,36.24324324324324,0.022742380261248186
43,1,37,4,2,3,25517.0,321,25196.0,0.769,2508,44,0.294,0.013,1,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,57.0,0.013258620689655172
38,3,32,3,1,2,7709.0,2227,5482.0,1.295,2520,61,0.848,0.289,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,41.31147540983606,0.030606354126307633
53,2,33,3,3,1,4065.0,2180,1885.0,0.321,1271,36,0.2,0.536,0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,35.30555555555556,0.008841622035195102
52,1,35,3,2,4,13169.0,1499,11670.0,0.603,4370,83,0.537,0.114,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,52.65060240963855,0.011239389175836514
58,2,44,3,2,2,11811.0,2508,9303.0,0.476,1469,29,0.812,0.212,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,50.6551724137931,0.009214953271028037
34,3,36,3,6,1,7440.0,704,6736.0,0.551,2251,63,0.537,0.095,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,35.73015873015873,0.015001296456352639
36,1,20,5,1,2,12714.0,976,11738.0,0.649,2240,53,0.395,0.077,0,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,42.264150943396224,0.01500087221979939
55,0,35,5,1,3,3735.0,1978,1757.0,0.675,1749,41,0.577,0.53,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,42.65853658536585,0.015460893854748605
54,1,43,3,1,4,25882.0,1699,24183.0,0.428,1736,48,0.371,0.066,0,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,36.166666666666664,0.011515695067264575
36,2,36,4,3,1,3877.0,1495,2382.0,0.783,1942,42,0.75,0.386,0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,46.23809523809524,0.01657560483870968
35,2,27,4,3,0,3280.0,1806,1474.0,0.963,2534,78,0.95,0.551,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,32.48717948717949,0.028757274119448697
53,2,36,5,1,3,11023.0,0,11023.0,0.539,1656,41,0.367,0.0,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,40.390243902439025,0.01302239245727755
48,3,36,4,2,2,6182.0,1131,5051.0,0.566,3546,63,0.615,0.183,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,56.285714285714285,0.009880299251870324
37,3,19,3,3,4,2186.0,1185,1001.0,0.998,2614,67,0.861,0.542,0,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,39.014925373134325,0.02494069377098098
45,3,39,3,1,0,17996.0,864,17132.0,0.597,1589,30,0.667,0.048,0,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,52.96666666666667,0.011062384187770228
54,1,43,6,2,3,2306.0,2200,106.0,0.697,2097,57,0.541,0.954,0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,36.78947368421053,0.018444289693593314
38,2,30,4,3,4,26556.0,1583,24973.0,0.694,3168,73,0.738,0.06,0,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,43.397260273972606,0.015631595186670778
35,2,18,3,3,2,5779.0,2517,3262.0,1.201,2102,32,1.133,0.436,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,65.6875,0.01800937207122774
36,1,30,6,1,2,5494.0,2078,3416.0,0.79,2661,58,0.871,0.378,0,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,45.87931034482759,0.01685178374402354
33,1,14,6,1,0,7571.0,2264,5307.0,0.696,2273,49,0.485,0.299,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,46.38775510204081,0.01468733850129199
28,1,14,4,3,1,2897.0,1398,1499.0,0.907,2698,73,0.872,0.483,0,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,36.95890410958904,0.02389426199927824
36,2,26,3,2,4,3131.0,2379,752.0,0.748,2315,63,0.853,0.76,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,36.74603174603175,0.019816652649285112
34,3,27,3,3,2,4274.0,2517,1757.0,0.666,2257,54,0.8,0.589,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,41.7962962962963,0.015562094331458243
55,0,36,4,6,4,4980.0,906,4074.0,0.721,2273,66,0.886,0.182,0,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,34.43939393939394,0.020344591705857205
61,0,48,3,3,3,3156.0,2155,1001.0,0.438,1376,44,0.571,0.683,0,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,31.272727272727273,0.013571830985915493
44,2,39,5,1,0,6861.0,2101,4760.0,0.464,3974,63,0.909,0.306,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,63.07936507936508,0.007241020559821649
54,1,46,3,3,2,15554.0,2497,13057.0,1.027,2836,61,0.605,0.161,0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,46.49180327868852,0.021624784259578873
39,2,28,3,2,4,26570.0,1915,24655.0,1.454,2118,33,1.062,0.072,0,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,64.18181818181819,0.0223068340306834
51,1,36,3,2,4,22224.0,979,21245.0,1.255,3346,69,1.156,0.044,0,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,48.492753623188406,0.02535724743777452
47,2,41,6,2,4,10606.0,1713,8893.0,0.899,2694,61,0.906,0.162,0,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,44.16393442622951,0.01990526315789474
37,1,25,4,3,4,5865.0,2517,3348.0,1.348,2623,47,1.35,0.429,0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,55.808510638297875,0.023728838951310862
47,3,36,5,2,3,5369.0,1854,3515.0,0.959,1898,50,0.786,0.345,0,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,37.96,0.024614989733059547
56,3,43,5,1,5,5188.0,753,4435.0,0.591,1540,30,0.429,0.145,0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,51.333333333333336,0.011292993630573248
53,1,36,4,2,4,17742.0,1463,16279.0,0.803,3369,55,0.774,0.082,0,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,61.25454545454546,0.012898656542056075
62,0,48,5,1,5,2591.0,0,2591.0,0.601,2123,56,0.697,0.0,0,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,37.910714285714285,0.015445617255621845
58,3,48,6,2,3,2800.0,1834,966.0,0.615,1571,36,0.636,0.655,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,43.638888888888886,0.013777224642190418
57,1,36,3,2,2,6543.0,2260,4283.0,0.448,1519,31,0.632,0.345,0,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,49.0,0.008960000000000001
54,1,36,6,3,4,26053.0,829,25224.0,0.669,2768,70,0.628,0.032,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,39.542857142857144,0.016501057082452433
33,3,26,6,3,5,6316.0,1344,4972.0,0.823,2401,71,0.732,0.213,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,33.816901408450704,0.02363794498381877
54,1,41,3,2,4,4658.0,588,4070.0,0.856,1351,30,1.5,0.126,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,45.03333333333333,0.018595220854453295
30,0,22,3,3,3,6476.0,0,6476.0,0.551,2723,66,0.65,0.0,0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,41.25757575757576,0.01303908210828254
36,2,36,6,2,5,8087.0,1263,6824.0,0.615,2429,69,0.643,0.156,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,35.20289855072464,0.016987590072057645
60,2,50,3,1,2,9033.0,845,8188.0,0.663,1661,35,0.4,0.094,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,47.457142857142856,0.013682193396226417
